created_at,entry_id,soil1,soil,temperature,humidity
2024-10-23T09:12:05+07:00,38900,45,46,27.1,72
2024-10-23T09:12:27+07:00,38901,45,44,27.1,72
2024-10-23T09:12:50+07:00,38902,44,43,27.1,72
2024-10-23T09:13:13+07:00,38903,43,44,27.1,73
2024-10-23T09:13:36+07:00,38904,45,44,27.1,72
2024-10-23T09:13:59+07:00,38905,44,41,27.1,72
2024-10-23T09:14:22+07:00,38906,43,46,27.1,72
2024-10-23T09:14:47+07:00,38907,43,44,27.2,73
2024-10-23T09:15:10+07:00,38908,44,43,27.1,73
2024-10-23T09:15:33+07:00,38909,43,42,27.1,72
2024-10-23T09:15:56+07:00,38910,44,45,27.2,73
2024-10-23T09:16:19+07:00,38911,44,44,27.6,72
2024-10-23T09:16:42+07:00,38912,43,45,27.6,72
2024-10-23T09:17:04+07:00,38913,44,43,27.6,73
2024-10-23T09:17:27+07:00,38914,44,44,27.6,72
2024-10-23T09:17:50+07:00,38915,44,44,27.6,71
2024-10-23T09:18:14+07:00,38916,43,43,27.6,72
2024-10-23T09:18:37+07:00,38917,44,43,27.6,72
2024-10-23T09:19:00+07:00,38918,44,43,27.6,72
2024-10-23T09:19:22+07:00,38919,44,44,27.6,73
2024-10-23T09:19:45+07:00,38920,44,45,27.6,72
2024-10-23T09:20:08+07:00,38921,44,44,27.6,71
2024-10-23T09:20:30+07:00,38922,44,45,27.6,71
2024-10-23T09:20:54+07:00,38923,44,44,27.6,71
2024-10-23T09:21:16+07:00,38924,43,43,27.6,72
2024-10-23T09:21:39+07:00,38925,44,45,27.6,72
2024-10-23T09:22:01+07:00,38926,45,45,27.6,72
2024-10-23T09:22:24+07:00,38927,43,45,27.6,71
2024-10-23T09:22:47+07:00,38928,44,45,27.6,71
2024-10-23T09:23:10+07:00,38929,44,45,27.6,72
2024-10-23T09:23:33+07:00,38930,44,43,27.9,72
2024-10-23T09:23:55+07:00,38931,44,45,28,70
2024-10-23T09:24:18+07:00,38932,43,44,28,70
2024-10-23T09:24:41+07:00,38933,44,46,28,70
2024-10-23T09:25:03+07:00,38934,44,45,28,70
2024-10-23T09:25:26+07:00,38935,44,42,28,70
2024-10-23T09:25:49+07:00,38936,44,45,28,70
2024-10-23T09:26:11+07:00,38937,43,44,28,70
2024-10-23T09:26:34+07:00,38938,43,45,28,70
2024-10-23T09:26:57+07:00,38939,43,45,28,70
2024-10-23T09:27:20+07:00,38940,43,46,28.1,70
2024-10-23T09:27:42+07:00,38941,44,45,28,70
2024-10-23T09:28:06+07:00,38942,43,43,28.1,69
2024-10-23T09:28:29+07:00,38943,44,44,28,69
2024-10-23T09:28:52+07:00,38944,44,46,28.1,70
2024-10-23T09:29:15+07:00,38945,43,45,28.5,70
2024-10-23T09:29:38+07:00,38946,44,45,28.5,71
2024-10-23T09:29:53+07:00,38947,43,43,28.5,70
2024-10-23T09:30:16+07:00,38948,44,45,28.5,69
2024-10-23T09:30:38+07:00,38949,43,45,28.5,70
2024-10-23T09:31:01+07:00,38950,44,45,28.5,69
2024-10-23T09:31:24+07:00,38951,44,44,28.1,68
2024-10-23T09:32:03+07:00,38952,43,44,28.5,71
2024-10-23T09:32:25+07:00,38953,43,46,28.5,69
2024-10-23T09:32:51+07:00,38954,43,44,28.5,69
2024-10-23T09:33:14+07:00,38955,43,43,28.5,68
2024-10-23T09:33:37+07:00,38956,44,45,28.5,68
2024-10-23T09:34:03+07:00,38957,44,43,28.2,68
2024-10-23T09:34:28+07:00,38958,44,44,28.5,69
2024-10-23T09:34:50+07:00,38959,44,44,28.5,68
2024-10-23T09:36:50+07:00,38960,43,46,28.5,68
2024-10-23T09:37:15+07:00,38961,43,44,28.5,68
2024-10-23T09:37:40+07:00,38962,43,45,28.5,68
2024-10-23T09:37:56+07:00,38963,44,43,28.5,68
2024-10-23T09:38:22+07:00,38964,43,45,28.5,68
2024-10-23T09:38:37+07:00,38965,43,43,28.5,68
2024-10-23T09:39:06+07:00,38966,43,42,28.5,68
2024-10-23T09:39:24+07:00,38967,42,43,28.5,68
2024-10-23T09:39:39+07:00,38968,43,45,28.5,68
2024-10-23T09:40:05+07:00,38969,42,43,28.5,68
2024-10-23T09:40:31+07:00,38970,43,45,28.5,68
2024-10-23T09:40:48+07:00,38971,43,45,28.5,68
2024-10-23T09:41:34+07:00,38972,43,45,28.5,68
2024-10-23T09:42:04+07:00,38973,43,44,28.5,69
2024-10-23T09:42:28+07:00,38974,43,45,28.5,70
2024-10-23T09:42:44+07:00,38975,43,45,28.5,70
2024-10-23T09:43:01+07:00,38976,43,43,28.5,69
2024-10-23T09:43:26+07:00,38977,43,44,28.5,68
2024-10-23T09:44:11+07:00,38978,42,43,28.5,68
2024-10-23T09:44:35+07:00,38979,43,43,28.5,68
2024-10-23T09:45:51+07:00,38980,43,44,28.9,69
2024-10-23T09:46:35+07:00,38981,43,44,28.5,68
2024-10-23T09:47:03+07:00,38982,43,46,28.5,68
2024-10-23T09:47:27+07:00,38983,42,43,28.5,68
2024-10-23T09:47:51+07:00,38984,43,45,28.5,68
2024-10-23T09:48:14+07:00,38985,44,45,28.5,68
2024-10-23T09:48:38+07:00,38986,44,43,28.5,68
2024-10-23T09:49:04+07:00,38987,43,44,28.5,68
2024-10-23T09:49:28+07:00,38988,43,44,28.5,68
2024-10-23T09:49:53+07:00,38989,43,46,28.5,68
2024-10-23T09:50:19+07:00,38990,43,43,28.5,68
2024-10-23T09:50:41+07:00,38991,44,45,28.5,68
2024-10-23T09:51:04+07:00,38992,43,44,28.5,68
2024-10-23T09:51:28+07:00,38993,44,44,28.5,68
2024-10-23T09:51:53+07:00,38994,43,46,28.5,68
2024-10-23T09:52:19+07:00,38995,43,46,28.5,69
2024-10-23T09:52:43+07:00,38996,44,47,28.5,68
2024-10-23T09:53:08+07:00,38997,43,47,28.1,68
2024-10-23T09:53:34+07:00,38998,44,45,28,68
2024-10-23T09:53:58+07:00,38999,43,43,28,68
2024-10-23T09:54:21+07:00,39000,43,44,28,68
2024-10-23T09:54:45+07:00,39001,44,46,28,68
2024-10-23T09:55:11+07:00,39002,42,45,28,68
2024-10-23T09:55:34+07:00,39003,44,47,28.1,68
2024-10-23T09:55:58+07:00,39004,43,43,28.5,68
2024-10-23T09:56:20+07:00,39005,44,45,28.5,69
2024-10-23T09:56:43+07:00,39006,42,45,28.5,69
2024-10-23T09:57:07+07:00,39007,44,46,28.5,69
2024-10-23T09:57:32+07:00,39008,43,46,28.5,68
2024-10-23T09:57:56+07:00,39009,44,45,28.5,68
2024-10-23T09:58:19+07:00,39010,43,45,28.5,68
2024-10-23T09:58:41+07:00,39011,43,45,28.5,68
2024-10-23T09:59:05+07:00,39012,43,45,28.5,68
2024-10-23T09:59:28+07:00,39013,43,44,28.5,68
2024-10-23T09:59:52+07:00,39014,44,44,28.5,68
2024-10-23T10:00:17+07:00,39015,43,44,28.5,68
2024-10-23T10:00:40+07:00,39016,43,45,28.5,68
2024-10-23T10:01:05+07:00,39017,43,45,28.5,68
2024-10-23T10:01:28+07:00,39018,43,46,28.5,69
2024-10-23T10:01:50+07:00,39019,43,44,28.5,68
2024-10-23T10:02:13+07:00,39020,42,44,28.5,69
2024-10-23T10:02:36+07:00,39021,43,45,28.5,69
2024-10-23T10:02:58+07:00,39022,43,43,28.5,69
2024-10-23T10:03:22+07:00,39023,44,45,28.5,68
2024-10-23T10:03:48+07:00,39024,42,45,28.9,68
2024-10-23T10:04:11+07:00,39025,43,44,28.9,69
2024-10-23T10:04:33+07:00,39026,43,45,28.9,68
2024-10-23T10:04:56+07:00,39027,45,44,28.9,68
2024-10-23T10:05:19+07:00,39028,42,46,28.9,68
2024-10-23T10:05:42+07:00,39029,43,46,28.9,68
2024-10-23T10:06:04+07:00,39030,42,43,28.9,67
2024-10-23T10:06:27+07:00,39031,42,46,29,66
2024-10-23T10:06:50+07:00,39032,43,44,29.3,67
2024-10-23T10:07:14+07:00,39033,43,45,29.3,67
2024-10-23T10:07:37+07:00,39034,43,46,29.3,67
2024-10-23T10:07:59+07:00,39035,43,45,29.3,68
2024-10-23T10:08:22+07:00,39036,43,44,29.3,68
2024-10-23T10:08:48+07:00,39037,42,46,29.8,68
2024-10-23T10:09:11+07:00,39038,43,45,29.8,66
2024-10-23T10:09:34+07:00,39039,42,42,29.8,67
2024-10-23T10:09:58+07:00,39040,43,45,29.8,65
2024-10-23T10:10:21+07:00,39041,44,45,29.4,65
2024-10-23T10:10:36+07:00,39042,43,44,29.3,65
2024-10-23T10:10:59+07:00,39043,42,44,29.3,68
2024-10-23T10:11:23+07:00,39044,42,47,29.4,67
2024-10-23T10:11:45+07:00,39045,42,44,29.4,66
2024-10-23T10:12:09+07:00,39046,43,45,29.8,68
2024-10-23T10:12:33+07:00,39047,43,46,29.8,67
2024-10-23T10:12:57+07:00,39048,42,43,29.8,65
2024-10-23T10:13:21+07:00,39049,43,46,29.8,65
2024-10-23T10:13:45+07:00,39050,43,45,29.8,64
2024-10-23T10:14:08+07:00,39051,43,44,29.8,65
2024-10-23T10:14:31+07:00,39052,42,44,29.8,65
2024-10-23T10:14:53+07:00,39053,42,44,29.8,65
2024-10-23T10:15:16+07:00,39054,42,45,29.8,66
2024-10-23T10:15:40+07:00,39055,43,45,29.8,66
2024-10-23T10:16:03+07:00,39056,42,44,29.8,66
2024-10-23T10:16:27+07:00,39057,42,46,29.8,66
2024-10-23T10:16:50+07:00,39058,43,46,29.8,67
2024-10-23T10:17:13+07:00,39059,42,46,30.2,66
2024-10-23T10:17:36+07:00,39060,42,46,30.2,65
2024-10-23T10:17:59+07:00,39061,42,45,30.2,64
2024-10-23T10:18:22+07:00,39062,43,45,30.2,64
2024-10-23T10:18:45+07:00,39063,42,45,30.2,63
2024-10-23T10:19:09+07:00,39064,42,45,30.2,63
2024-10-23T10:19:36+07:00,39065,43,47,30.2,62
2024-10-23T10:19:59+07:00,39066,42,46,30.2,64
2024-10-23T10:20:49+07:00,39067,42,47,29.8,64
2024-10-23T10:21:13+07:00,39068,42,45,29.8,64
2024-10-23T10:21:37+07:00,39069,43,46,29.8,66
2024-10-23T10:22:02+07:00,39070,41,45,29.8,67
2024-10-23T10:22:24+07:00,39071,41,45,29.8,66
2024-10-23T10:22:50+07:00,39072,43,45,30.1,64
2024-10-23T10:23:06+07:00,39073,42,45,30,63
2024-10-23T10:23:29+07:00,39074,42,47,30.2,65
2024-10-23T10:23:53+07:00,39075,43,46,30.2,64
2024-10-23T10:24:19+07:00,39076,42,46,30.2,64
2024-10-23T10:24:42+07:00,39077,43,46,30.2,63
2024-10-23T10:25:07+07:00,39078,43,45,30.2,62
2024-10-23T10:25:29+07:00,39079,43,45,30.2,62
2024-10-23T10:25:53+07:00,39080,43,45,30.2,61
2024-10-23T10:26:42+07:00,39081,42,44,30.2,63
2024-10-23T10:27:32+07:00,39082,42,46,30.2,65
2024-10-23T10:27:52+07:00,39083,42,45,30.2,64
2024-10-23T10:28:16+07:00,39084,41,45,30.2,63
2024-10-23T10:28:44+07:00,39085,42,46,30.2,62
2024-10-23T10:29:08+07:00,39086,41,45,30.2,65
2024-10-23T10:29:31+07:00,39087,43,44,30.2,65
2024-10-23T10:29:54+07:00,39088,41,46,30.2,64
2024-10-23T10:30:19+07:00,39089,43,46,30.2,63
2024-10-23T10:30:41+07:00,39090,43,46,30.2,63
2024-10-23T10:31:05+07:00,39091,43,47,30.2,62
2024-10-23T10:31:28+07:00,39092,43,45,30.2,62
2024-10-23T10:31:51+07:00,39093,41,45,30.2,64
2024-10-23T10:32:14+07:00,39094,43,47,30.2,64
2024-10-23T10:32:37+07:00,39095,43,44,30.2,62
2024-10-23T10:33:00+07:00,39096,42,45,30.2,62
2024-10-23T10:33:23+07:00,39097,43,45,30.2,62
2024-10-23T10:33:45+07:00,39098,41,46,30.2,61
2024-10-23T10:34:09+07:00,39099,42,46,30.2,61
2024-10-23T10:34:32+07:00,39100,43,48,30.2,62
2024-10-23T10:34:55+07:00,39101,42,46,30.2,62
2024-10-23T10:35:18+07:00,39102,41,45,30.2,64
2024-10-23T10:35:41+07:00,39103,43,46,30.2,62
2024-10-23T10:36:03+07:00,39104,43,45,30.2,61
2024-10-23T10:36:29+07:00,39105,42,47,30.2,61
2024-10-23T10:36:52+07:00,39106,41,47,30.2,60
2024-10-23T10:37:15+07:00,39107,43,46,30.2,61
2024-10-23T10:37:38+07:00,39108,42,48,30.2,62
2024-10-23T10:38:01+07:00,39109,41,46,30.2,62
2024-10-23T10:38:23+07:00,39110,42,47,30.2,61
2024-10-23T10:38:46+07:00,39111,43,46,30.2,63
2024-10-23T10:39:08+07:00,39112,42,45,30.2,62
2024-10-23T10:39:31+07:00,39113,41,46,30.2,63
2024-10-23T10:39:54+07:00,39114,42,46,30.2,62
2024-10-23T10:40:16+07:00,39115,43,46,30.2,63
2024-10-23T10:40:40+07:00,39116,42,47,30.2,63
2024-10-23T10:41:02+07:00,39117,41,46,30.2,62
2024-10-23T10:41:26+07:00,39118,41,45,30.2,61
2024-10-23T10:41:48+07:00,39119,42,47,30.2,65
2024-10-23T10:42:04+07:00,39120,41,46,30.2,64
2024-10-23T10:42:26+07:00,39121,42,47,30.2,62
2024-10-23T10:42:48+07:00,39122,42,47,30.2,61
2024-10-23T10:43:12+07:00,39123,42,46,30.2,63
2024-10-23T10:43:34+07:00,39124,42,45,30.2,63
2024-10-23T10:43:56+07:00,39125,42,46,30.2,63
2024-10-23T10:44:19+07:00,39126,41,47,30.2,63
2024-10-23T10:44:45+07:00,39127,42,45,30.2,62
2024-10-23T10:45:07+07:00,39128,42,45,30.2,62
2024-10-23T10:45:30+07:00,39129,42,48,30.2,62
2024-10-23T10:45:53+07:00,39130,42,45,30.2,61
2024-10-23T10:46:16+07:00,39131,41,47,30.2,61
2024-10-23T10:46:40+07:00,39132,41,47,30.2,62
2024-10-23T10:47:03+07:00,39133,41,47,30.2,61
2024-10-23T10:47:26+07:00,39134,41,48,29.8,62
2024-10-23T10:47:49+07:00,39135,42,47,29.8,63
2024-10-23T10:48:11+07:00,39136,41,48,29.8,63
2024-10-23T10:48:34+07:00,39137,42,47,29.8,63
2024-10-23T10:48:56+07:00,39138,42,47,29.8,63
2024-10-23T10:49:18+07:00,39139,42,46,29.8,63
2024-10-23T10:49:41+07:00,39140,43,49,29.8,63
2024-10-23T10:50:04+07:00,39141,42,47,29.8,63
2024-10-23T10:50:26+07:00,39142,43,46,29.8,63
2024-10-23T10:50:52+07:00,39143,43,46,29.8,63
2024-10-23T10:51:15+07:00,39144,42,49,29.8,62
2024-10-23T10:51:37+07:00,39145,42,47,29.8,63
2024-10-23T10:52:00+07:00,39146,42,46,29.8,63
2024-10-23T10:52:22+07:00,39147,41,49,29.8,62
2024-10-23T10:52:45+07:00,39148,41,48,29.8,63
2024-10-23T10:53:08+07:00,39149,42,47,29.8,63
2024-10-23T10:53:30+07:00,39150,42,47,29.8,63
2024-10-23T10:53:53+07:00,39151,42,47,29.8,63
2024-10-23T10:54:16+07:00,39152,41,47,29.8,63
2024-10-23T10:54:38+07:00,39153,43,48,29.8,62
2024-10-23T10:55:01+07:00,39154,42,47,29.4,63
2024-10-23T10:55:24+07:00,39155,43,47,29.3,62
2024-10-23T10:55:46+07:00,39156,42,46,29.8,63
2024-10-23T10:56:10+07:00,39157,42,46,29.8,62
2024-10-23T10:56:32+07:00,39158,41,48,29.8,63
2024-10-23T10:56:55+07:00,39159,41,49,29.8,64
2024-10-23T10:57:17+07:00,39160,42,47,29.8,64
2024-10-23T10:57:39+07:00,39161,41,47,29.8,63
2024-10-23T10:58:02+07:00,39162,41,48,29.8,63
2024-10-23T10:58:24+07:00,39163,43,49,29.8,64
2024-10-23T10:58:48+07:00,39164,40,47,29.8,64
2024-10-23T10:59:11+07:00,39165,41,48,29.8,63
2024-10-23T10:59:33+07:00,39166,43,48,29.8,63
2024-10-23T10:59:56+07:00,39167,41,47,29.8,63
2024-10-23T11:00:19+07:00,39168,42,46,29.8,63
2024-10-23T11:00:41+07:00,39169,42,47,29.8,63
2024-10-23T11:01:03+07:00,39170,41,47,29.8,63
2024-10-23T11:01:26+07:00,39171,42,48,29.8,63
2024-10-23T11:01:49+07:00,39172,42,48,29.8,63
2024-10-23T11:02:11+07:00,39173,42,47,29.8,63
2024-10-23T11:02:34+07:00,39174,41,46,29.7,63
2024-10-23T11:02:56+07:00,39175,42,48,29.3,64
2024-10-23T11:03:18+07:00,39176,44,46,29.4,64
2024-10-23T11:03:42+07:00,39177,41,47,29.4,64
2024-10-23T11:05:22+07:00,39178,42,51,29.8,63
2024-10-23T11:05:50+07:00,39179,42,50,29.8,63
2024-10-23T11:06:29+07:00,39180,41,92,29.8,65
2024-10-23T11:06:53+07:00,39181,41,65,29.8,64
2024-10-23T11:07:15+07:00,39182,42,54,29.8,62
2024-10-23T11:07:39+07:00,39183,42,51,29.8,63
2024-10-23T11:08:02+07:00,39184,43,51,29.8,64
2024-10-23T11:08:24+07:00,39185,43,50,29.8,65
2024-10-23T11:08:48+07:00,39186,42,50,29.8,63
2024-10-23T11:09:12+07:00,39187,42,49,29.4,63
2024-10-23T11:09:38+07:00,39188,42,48,29.4,64
2024-10-23T11:09:56+07:00,39189,40,90,29.3,64
2024-10-23T11:10:19+07:00,39190,42,55,29.5,64
2024-10-23T11:10:43+07:00,39191,41,49,29.8,64
2024-10-23T11:11:06+07:00,39192,42,51,29.8,64
2024-10-23T11:11:29+07:00,39193,41,48,29.8,63
2024-10-23T11:11:52+07:00,39194,42,49,29.8,64
2024-10-23T11:12:29+07:00,39195,41,49,29.8,64
2024-10-23T11:12:51+07:00,39196,42,49,29.8,65
2024-10-23T11:13:14+07:00,39197,42,48,29.8,64
2024-10-23T11:13:37+07:00,39198,42,48,29.8,66
2024-10-23T11:14:01+07:00,39199,41,47,29.8,67
2024-10-23T11:14:24+07:00,39200,42,49,29.6,64
2024-10-23T11:14:47+07:00,39201,43,48,29.6,65
2024-10-23T11:15:12+07:00,39202,42,50,29.8,65
2024-10-23T11:15:35+07:00,39203,41,49,29.8,64
2024-10-23T11:15:58+07:00,39204,41,49,29.8,64
2024-10-23T11:16:23+07:00,39205,42,47,29.8,63
2024-10-23T11:16:46+07:00,39206,41,47,29.8,63
2024-10-23T11:17:13+07:00,39207,42,46,29.4,63
2024-10-23T11:17:37+07:00,39208,41,49,29.4,63
2024-10-23T11:18:00+07:00,39209,42,50,29.8,63
2024-10-23T11:18:23+07:00,39210,42,48,29.8,64
2024-10-23T11:18:45+07:00,39211,42,49,29.8,66
2024-10-23T11:19:08+07:00,39212,42,48,29.7,66
2024-10-23T11:19:31+07:00,39213,43,46,29.4,65
2024-10-23T11:19:53+07:00,39214,42,48,29.4,64
2024-10-23T11:20:16+07:00,39215,42,49,29.3,64
2024-10-23T11:20:39+07:00,39216,42,49,29.3,65
2024-10-23T11:21:02+07:00,39217,41,48,29.4,65
2024-10-23T11:21:25+07:00,39218,42,46,29.3,63
2024-10-23T11:21:50+07:00,39219,42,48,29.3,63
2024-10-23T11:22:15+07:00,39220,41,47,29.3,63
2024-10-23T11:22:38+07:00,39221,42,47,29.3,63
2024-10-23T11:23:00+07:00,39222,41,46,29.3,63
2024-10-23T11:23:23+07:00,39223,42,45,29.3,63
2024-10-23T11:23:45+07:00,39224,41,47,29.3,62
2024-10-23T11:24:10+07:00,39225,42,48,29.3,63
2024-10-23T11:24:33+07:00,39226,41,48,29.3,63
2024-10-23T11:24:55+07:00,39227,42,47,29.3,64
2024-10-23T11:25:19+07:00,39228,42,47,29.3,64
2024-10-23T11:25:42+07:00,39229,41,48,29.3,64
2024-10-23T11:26:06+07:00,39230,42,46,29.3,63
2024-10-23T11:26:30+07:00,39231,42,48,29.3,62
2024-10-23T11:26:54+07:00,39232,41,47,29.3,62
2024-10-23T11:27:20+07:00,39233,42,46,29.3,63
2024-10-23T11:27:42+07:00,39234,41,45,29.3,62
2024-10-23T11:27:58+07:00,39235,41,46,29.3,63
2024-10-23T11:28:23+07:00,39236,40,48,29.3,63
2024-10-23T11:28:46+07:00,39237,41,47,29.3,63
2024-10-23T11:29:08+07:00,39238,41,47,29.3,63
2024-10-23T11:29:31+07:00,39239,42,45,29.3,63
2024-10-23T11:29:53+07:00,39240,41,46,29.3,62
2024-10-23T11:30:23+07:00,39241,42,46,29.3,63
2024-10-23T11:32:40+07:00,39242,39,76,29.3,62
2024-10-23T11:33:05+07:00,39243,41,59,29.3,61
2024-10-23T11:33:29+07:00,39244,42,55,29.3,62
2024-10-23T11:33:58+07:00,39245,41,78,29.3,63
2024-10-23T11:34:21+07:00,39246,42,54,29.3,62
2024-10-23T11:34:45+07:00,39247,42,51,29.3,62
2024-10-23T11:35:09+07:00,39248,42,51,29.3,62
2024-10-23T11:35:31+07:00,39249,42,50,29.3,63
2024-10-23T11:35:55+07:00,39250,42,51,29.3,63
2024-10-23T11:36:20+07:00,39251,41,50,29.3,62
2024-10-23T11:36:43+07:00,39252,42,48,29.3,62
2024-10-23T11:37:06+07:00,39253,41,50,29.3,62
2024-10-23T11:37:28+07:00,39254,42,48,29.3,62
2024-10-23T11:37:50+07:00,39255,41,49,29.3,61
2024-10-23T11:38:13+07:00,39256,41,49,29.3,61
2024-10-23T11:38:36+07:00,39257,42,49,29.3,61
2024-10-23T11:39:00+07:00,39258,41,48,29.3,62
2024-10-23T11:39:27+07:00,39259,41,47,29.3,62
2024-10-23T11:39:51+07:00,39260,42,50,29.3,62
2024-10-23T11:40:16+07:00,39261,42,48,29.3,61
2024-10-23T11:40:32+07:00,39262,41,49,29.3,62
2024-10-23T11:40:55+07:00,39263,42,50,29.3,62
2024-10-23T11:41:20+07:00,39264,42,48,29.3,62
2024-10-23T11:41:44+07:00,39265,42,44,29.3,62
2024-10-23T11:42:06+07:00,39266,41,47,29.3,62
2024-10-23T11:42:31+07:00,39267,41,49,29.3,62
2024-10-23T11:42:54+07:00,39268,41,47,29.3,62
2024-10-23T11:43:17+07:00,39269,42,48,29.3,62
2024-10-23T11:43:44+07:00,39270,42,47,29.3,63
2024-10-23T11:44:15+07:00,39271,41,48,29.3,62
2024-10-23T11:44:39+07:00,39272,41,48,29.3,62
2024-10-23T11:45:03+07:00,39273,42,47,29.3,61
2024-10-23T11:45:26+07:00,39274,42,47,29.4,62
2024-10-23T11:45:49+07:00,39275,42,48,29.4,61
2024-10-23T11:46:13+07:00,39276,40,48,29.4,61
2024-10-23T11:46:36+07:00,39277,42,48,29.3,61
2024-10-23T11:47:02+07:00,39278,42,48,29.4,60
2024-10-23T11:47:41+07:00,39279,41,46,29.4,63
2024-10-23T11:48:15+07:00,39280,42,45,29.3,62
2024-10-23T11:48:33+07:00,39281,42,47,29.4,62
2024-10-23T11:48:56+07:00,39282,41,46,29.3,62
2024-10-23T11:49:19+07:00,39283,42,48,29.3,63
2024-10-23T11:49:41+07:00,39284,42,48,29.3,64
2024-10-23T11:50:03+07:00,39285,41,47,29.3,64
2024-10-23T11:50:26+07:00,39286,41,48,29.4,63
2024-10-23T11:50:48+07:00,39287,41,47,29.8,63
2024-10-23T11:51:11+07:00,39288,40,48,29.8,63
2024-10-23T11:51:34+07:00,39289,41,46,29.8,63
2024-10-23T11:51:56+07:00,39290,40,48,29.8,64
2024-10-23T11:52:19+07:00,39291,41,46,29.8,66
2024-10-23T11:52:43+07:00,39292,40,48,29.8,63
2024-10-23T11:53:06+07:00,39293,42,47,29.8,64
2024-10-23T11:53:29+07:00,39294,42,47,29.8,64
2024-10-23T11:53:55+07:00,39295,41,48,29.8,62
2024-10-23T11:54:18+07:00,39296,42,48,29.8,62
2024-10-23T11:54:41+07:00,39297,41,48,29.8,62
2024-10-23T11:55:10+07:00,39298,41,47,29.8,61
2024-10-23T11:55:33+07:00,39299,41,46,29.8,62
2024-10-23T11:55:55+07:00,39300,40,47,29.8,63
2024-10-23T11:56:18+07:00,39301,41,47,29.8,62
2024-10-23T11:56:40+07:00,39302,41,48,29.8,61
2024-10-23T11:57:02+07:00,39303,41,46,29.8,62
2024-10-23T11:57:25+07:00,39304,41,48,29.8,63
2024-10-23T11:57:47+07:00,39305,41,46,29.8,61
2024-10-23T11:58:10+07:00,39306,41,47,29.8,60
2024-10-23T11:58:33+07:00,39307,40,47,29.8,59
2024-10-23T11:58:55+07:00,39308,41,47,29.8,61
2024-10-23T11:59:19+07:00,39309,41,47,29.8,61
2024-10-23T11:59:41+07:00,39310,41,46,29.8,61
2024-10-23T12:00:05+07:00,39311,41,46,29.8,62
2024-10-23T12:00:27+07:00,39312,41,47,29.8,62
2024-10-23T12:00:53+07:00,39313,41,47,29.8,62
2024-10-23T12:01:16+07:00,39314,41,47,29.8,63
2024-10-23T12:01:38+07:00,39315,42,47,29.8,66
2024-10-23T12:02:02+07:00,39316,41,47,29.8,63
2024-10-23T12:02:25+07:00,39317,40,45,29.8,63
2024-10-23T12:02:48+07:00,39318,41,46,29.8,63
2024-10-23T12:03:10+07:00,39319,41,47,29.8,62
2024-10-23T12:03:33+07:00,39320,42,47,29.8,61
2024-10-23T12:03:56+07:00,39321,41,46,29.8,62
2024-10-23T12:04:19+07:00,39322,40,47,29.8,62
2024-10-23T12:04:42+07:00,39323,40,46,29.8,63
2024-10-23T12:05:05+07:00,39324,41,45,29.8,62
2024-10-23T12:05:28+07:00,39325,41,48,29.8,61
2024-10-23T12:05:51+07:00,39326,41,47,29.8,62
2024-10-23T12:06:13+07:00,39327,42,46,29.8,61
2024-10-23T12:06:36+07:00,39328,41,46,29.8,60
2024-10-23T12:06:59+07:00,39329,40,47,29.8,61
2024-10-23T12:07:22+07:00,39330,41,47,29.8,61
2024-10-23T12:07:44+07:00,39331,41,46,29.8,60
2024-10-23T12:08:07+07:00,39332,40,48,29.8,59
2024-10-23T12:08:29+07:00,39333,41,46,29.8,60
2024-10-23T12:08:51+07:00,39334,41,45,29.8,62
2024-10-23T12:09:14+07:00,39335,40,45,29.8,61
2024-10-23T12:09:36+07:00,39336,40,47,29.8,63
2024-10-23T12:09:58+07:00,39337,41,45,29.8,64
2024-10-23T12:10:21+07:00,39338,40,46,29.8,62
2024-10-23T12:10:44+07:00,39339,40,46,29.8,62
2024-10-23T12:11:06+07:00,39340,41,48,29.8,62
2024-10-23T12:11:29+07:00,39341,41,46,29.8,62
2024-10-23T12:11:51+07:00,39342,41,46,29.8,61
2024-10-23T12:12:14+07:00,39343,41,46,29.8,59
2024-10-23T12:12:36+07:00,39344,40,46,29.8,59
2024-10-23T12:12:59+07:00,39345,41,46,29.8,60
2024-10-23T12:13:21+07:00,39346,40,47,29.8,60
2024-10-23T12:13:43+07:00,39347,40,49,29.8,60
2024-10-23T12:14:06+07:00,39348,40,45,29.8,62
2024-10-23T12:14:28+07:00,39349,40,47,29.8,63
2024-10-23T12:14:51+07:00,39350,40,46,29.8,62
2024-10-23T12:15:13+07:00,39351,40,46,29.8,60
2024-10-23T12:15:36+07:00,39352,40,46,29.8,61
2024-10-23T12:15:59+07:00,39353,41,47,29.8,61
2024-10-23T12:16:21+07:00,39354,41,46,29.8,59
2024-10-23T12:16:45+07:00,39355,40,45,29.8,59
2024-10-23T12:17:07+07:00,39356,40,47,29.8,60
2024-10-23T12:17:30+07:00,39357,41,45,29.8,59
2024-10-23T12:17:53+07:00,39358,40,46,29.7,59
2024-10-23T12:18:16+07:00,39359,40,46,29.4,60
2024-10-23T12:18:43+07:00,39360,41,47,29.4,61
2024-10-23T12:19:05+07:00,39361,41,47,29.3,60
2024-10-23T12:19:28+07:00,39362,40,47,29.3,59
2024-10-23T12:19:51+07:00,39363,42,46,29.3,59
2024-10-23T12:20:13+07:00,39364,41,45,29.4,61
2024-10-23T12:20:36+07:00,39365,41,47,29.4,61
2024-10-23T12:20:58+07:00,39366,40,46,29.3,60
